OD600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Time (h);0.00;0.17;0.33;0.50;0.67;0.83;1.00;1.17;1.33;1.50;1.67;1.83;2.00;2.17;2.33;2.50;2.67;2.83;3.00;3.17;3.33;3.50;3.67;3.83;4.00;4.17;4.33;4.50;4.67;4.83;5.00;5.17;5.33;5.50;5.67;5.83;6.00;6.17;6.33;6.50;6.67;6.83;7.00;7.17;7.33;7.50;7.67;7.83;8.00;8.17;8.33;8.50;8.67;8.83;9.00;9.17;9.33;9.50;9.67;9.83;10.00;10.17;10.33;10.50;10.67;10.83;11.00;11.17;11.33;11.50;11.67;11.83;12.00;12.17;12.33;12.50;12.67;12.83;13.00;13.17;13.33;13.50;13.67;13.83;14.00;14.17;14.33;14.50;14.67;14.83;15.00
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;Média;0.869133328;0.659266646;0.761933302;0.854000007;0.946133291;1.035200035;1.105933304;1.168866709;1.220600004;1.264666632;1.314266637;1.349733308;1.376199995;1.402399972;1.427266633;1.46586668;1.510066663;1.55113331;1.595000024;1.639866665;1.682266707;1.723866656;1.765466685;1.799133375;1.832600032;1.868866677;1.900066689;1.931200022;1.961866612;1.992199972;2.023333386;2.049799994;2.076800024;2.100799953;2.125266706;2.141200061;2.164000029;2.186400011;2.20919998;2.232399936;2.254133299;2.278933361;2.304000055;2.31933331;2.342533345;2.359333351;2.377466674;2.392599975;2.40793331;2.417400037;2.428133324;2.436799919;2.449066713;2.460933283;2.470000024;2.477799967;2.486533319;2.495199914;2.498266612;2.500200028;2.503733312;2.508999979;2.516400014;2.524666622;2.527533367;2.5253334;2.529133315;2.537533358;2.537866667;2.541199997;2.543733353;2.541933373;2.548933342;2.550399934;2.548733309;2.552199995;2.55113331;2.545066749;2.547933335;2.549733316;2.547333315;2.545999999;2.546999926;2.544933314;2.543466722;2.540400023;2.535733297;2.536599949;2.533399974;2.52746669;2.52380005
;SD;0.118804759;0.017783522;0.013424343;0.017521397;0.031151432;0.044202738;0.037718073;0.035436884;0.035056482;0.033149554;0.030403504;0.027821116;0.026505102;0.024422115;0.022971588;0.028095071;0.023459221;0.021361995;0.019816174;0.019248207;0.01910113;0.0174314;0.01532631;0.015200457;0.01311489;0.010519137;0.012070426;0.006415708;0.006900195;0.007800056;0.005896878;0.00643737;0.008072158;0.00696566;0.00201326;0.003984945;0.004903038;0.005370323;0.002778538;0.008243757;0.012068697;0.009246208;0.007076697;0.006376091;0.015326224;0.00832433;0.005818377;0.009738525;0.006600981;0.008827145;0.006625104;0.004703205;0.003164313;0.002193933;0.004812445;0.010095552;0.008376894;0.007405409;0.00791033;0.00501198;0.005463867;0.008185357;0.011364818;0.007111475;0.006017675;0.006133026;0.008971764;0.008775786;0.011154074;0.008229258;0.007072059;0.010936751;0.012013963;0.009992032;0.013151979;0.012785969;0.013695741;0.011993892;0.012316346;0.013232361;0.015830827;0.015394912;0.016520238;0.01870329;0.020195424;0.019906746;0.023145075;0.022716538;0.021942654;0.025181299;0.024461395
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.005 mM;Média;0.869333297;0.624533325;0.708799988;0.786266635;0.866733342;0.936999987;1.011066665;1.063266665;1.100133369;1.139466673;1.178266674;1.205266664;1.227400015;1.248933345;1.261000027;1.27913335;1.305399964;1.335666686;1.376533339;1.409400016;1.43506665;1.467600018;1.501666695;1.522799999;1.543266644;1.574133346;1.592800011;1.620266666;1.640733312;1.658333331;1.690399994;1.706533303;1.73453334;1.755266656;1.784199983;1.789799958;1.818066627;1.837000002;1.854133358;1.880733321;1.893666655;1.916199992;1.944533338;1.96753342;2.007800092;2.01546668;2.032866706;2.061466684;2.064599981;2.084799995;2.104133358;2.108266741;2.120799929;2.140599956;2.15019996;2.15353329;2.168199927;2.180066576;2.181999991;2.188933363;2.203333368;2.20506675;2.203533322;2.220000019;2.231866668;2.230733305;2.227999995;2.246733338;2.243066698;2.25213336;2.266133298;2.259333362;2.26366662;2.275933335;2.269199997;2.284666687;2.288999945;2.286999931;2.298533271;2.307733287;2.304599911;2.306200018;2.320933332;2.315599988;2.313333263;2.32159995;2.311466684;2.315333356;2.31766668;2.303533385;2.303600063
;SD;0.038323012;0.005201281;0.014267422;0.029272742;0.043033153;0.051934996;0.054086729;0.057564711;0.057654941;0.060039055;0.061126205;0.06391631;0.066972217;0.069899747;0.072647921;0.076651004;0.076275029;0.075308535;0.078631396;0.078537614;0.078827449;0.080754699;0.079362764;0.081930946;0.084907049;0.086902316;0.085300204;0.085110355;0.086771523;0.087279883;0.088731751;0.088321505;0.08832156;0.088272578;0.087877906;0.08658791;0.087551844;0.090586688;0.089191966;0.089838983;0.08916821;0.08708347;0.084632523;0.083236846;0.084909589;0.08651938;0.083981975;0.082147694;0.079997771;0.081388156;0.085091997;0.08498006;0.079939724;0.077104876;0.073937606;0.070316586;0.070872328;0.073222235;0.073359156;0.06845618;0.066313596;0.061697448;0.063296252;0.066821199;0.065630013;0.06407872;0.061484663;0.062451324;0.066287141;0.066993239;0.067219513;0.064463663;0.059401108;0.063405441;0.064900341;0.069448475;0.077595862;0.081756011;0.083005866;0.082519395;0.078172411;0.077806999;0.080967741;0.078964038;0.081989894;0.084088535;0.087154401;0.087512515;0.088050064;0.089737916;0.09241745
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.01 mM;Média;0.815599983;0.650666659;0.749466663;0.853466655;0.958866661;1.05719998;1.149533336;1.214466636;1.262399976;1.307733282;1.346266652;1.376800006;1.409066662;1.436866666;1.451866652;1.472066666;1.487999981;1.509999976;1.538600033;1.572000012;1.597466653;1.631266659;1.662533308;1.687866633;1.718199993;1.747933333;1.770599986;1.801399931;1.827000007;1.849266673;1.880466685;1.904000029;1.927133307;1.951666738;1.976399963;1.993933345;2.023866718;2.048666701;2.063466693;2.090133334;2.106399998;2.123466636;2.146733349;2.161199952;2.187066699;2.202133323;2.217466657;2.239733284;2.254000013;2.272800033;2.285533334;2.297333305;2.307600006;2.325800007;2.335199977;2.34026661;2.354933326;2.366199955;2.369733319;2.377133275;2.389533266;2.394933368;2.397066658;2.409799958;2.414000019;2.415333336;2.42126662;2.427666649;2.428133314;2.433666691;2.435733303;2.433866645;2.444999998;2.450333342;2.447000012;2.449999953;2.451333349;2.451666738;2.457866654;2.457133358;2.455066587;2.454533324;2.454933311;2.451333269;2.454066659;2.454733357;2.450133309;2.451199993;2.450800007;2.44313326;2.443266615
;SD;0.113301179;0.05491968;0.051869998;0.051444887;0.045288591;0.042599033;0.042352997;0.041247706;0.041454055;0.043590974;0.043458651;0.045574095;0.049273238;0.04995849;0.050017714;0.05309659;0.053421729;0.053690608;0.060757559;0.062547267;0.062448795;0.062073936;0.062969936;0.065290213;0.064064587;0.061261473;0.061751808;0.062206363;0.059744843;0.058643498;0.058723839;0.057666652;0.0565039;0.053834644;0.052900166;0.052389391;0.052598969;0.055041931;0.054431383;0.053860656;0.055863796;0.053664227;0.05507829;0.057554126;0.061748401;0.061633155;0.064842635;0.058659157;0.055569747;0.055631292;0.051903895;0.052284734;0.054213194;0.050932164;0.049046522;0.053641169;0.050030964;0.043976858;0.046439765;0.047232372;0.041713469;0.040972786;0.046829979;0.044248874;0.038817033;0.038265556;0.043379929;0.041723539;0.036907669;0.036290088;0.039495526;0.03900074;0.034703399;0.032808672;0.04179432;0.04328654;0.041237979;0.034954466;0.03116817;0.030901313;0.034880565;0.038781537;0.039542033;0.037052095;0.035516993;0.034544047;0.034134707;0.034303901;0.035447399;0.033152005;0.03443861
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.02 mM;Média;0.721199979;0.608333339;0.727200021;0.840666662;0.945533325;1.041200012;1.120200008;1.175866693;1.221133322;1.260466665;1.294;1.326866676;1.352933337;1.374933332;1.390800009;1.411133339;1.434800039;1.462400009;1.496999989;1.52913333;1.562333355;1.596866657;1.630133361;1.65806668;1.690600008;1.721399993;1.74666664;1.776266664;1.802533319;1.828399986;1.858266681;1.883266697;1.905133337;1.931199958;1.955133289;1.975799968;1.998266627;2.014999956;2.032933325;2.052066654;2.069199969;2.086133331;2.103133291;2.117599974;2.137000014;2.156799962;2.176066647;2.19446668;2.206333329;2.223066658;2.237666696;2.246800035;2.259733289;2.272333393;2.279200008;2.288333346;2.30006664;2.311266671;2.317133278;2.324800024;2.332400014;2.337333371;2.345600059;2.35286658;2.355733325;2.358533313;2.366733323;2.372199943;2.375466675;2.379866689;2.382533322;2.379933367;2.388399929;2.387466679;2.386733303;2.3904667;2.390533298;2.389133304;2.393866628;2.393333445;2.395733366;2.399466683;2.400133381;2.398933421;2.403400034;2.401466618;2.395733287;2.397000005;2.394399971;2.389533291;2.390199989
;SD;0.152252784;0.024200254;0.062999399;0.08046972;0.079585265;0.071963268;0.047454843;0.032000847;0.021455383;0.015254291;0.013114826;0.010833863;0.013914483;0.018515189;0.018707222;0.023615547;0.025812381;0.023061683;0.02622897;0.024949802;0.023868247;0.026664084;0.027815308;0.022849391;0.022496187;0.027700489;0.026030969;0.030574653;0.03124885;0.031258308;0.03940787;0.043503771;0.042162664;0.04126205;0.042382301;0.042548272;0.043174675;0.044688684;0.044793958;0.042384036;0.039413735;0.038476153;0.038714532;0.045857552;0.042878406;0.039935475;0.037668198;0.032318653;0.03046928;0.026164454;0.025769952;0.021846804;0.023097454;0.019441517;0.023637247;0.023096657;0.01856273;0.015391372;0.015478111;0.015087766;0.010283917;0.007965756;0.012438659;0.007250774;0.009496051;0.009757699;0.01156256;0.007989965;0.010610029;0.008124895;0.008579848;0.008357821;0.006681334;0.007170262;0.007563828;0.006132951;0.003721898;0.005828735;0.004957206;0.006512558;0.006876982;0.007072059;0.004410597;0.003407849;0.004103623;0.003002243;0.003859198;0.004582608;0.001248978;0.002968723;0.002799988
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.03 mM;Média;0.880600025;0.6326;0.725266665;0.805733333;0.88533331;0.959000001;1.024533361;1.083400021;1.130800019;1.174800009;1.22786666;1.264400015;1.303666681;1.332666685;1.356333305;1.384466698;1.41686671;1.449599991;1.489133368;1.528599987;1.568733384;1.607533346;1.651200026;1.681533347;1.715133359;1.749866694;1.781400015;1.812933415;1.838400016;1.86346671;1.897866696;1.924666613;1.953400026;1.979333371;2.006466677;2.024133335;2.04853341;2.068999976;2.089733332;2.114599993;2.128133426;2.14319997;2.157133311;2.169066717;2.196333299;2.217733274;2.239599993;2.257733315;2.268933346;2.275800039;2.292400012;2.305333346;2.316266666;2.330800027;2.336133371;2.3474;2.354466726;2.36406673;2.372066706;2.383066624;2.384466698;2.388800035;2.397066722;2.399533401;2.410066654;2.410733352;2.412799964;2.41686667;2.420533309;2.42840001;2.434066663;2.438466599;2.445866634;2.455200007;2.454066644;2.45873329;2.454666744;2.453333269;2.453533302;2.450666716;2.454000046;2.460333397;2.465600063;2.468266696;2.468533327;2.46966669;2.466200004;2.463333338;2.456933389;2.453666737;2.451400012
