1,0045060427032606e-15
1,0497165724885706e-15
1,0960682998988355e-15
1,1435099101486531e-15
1,1919843313539031e-15
1,2414347485637386e-15
1,2917866304220467e-15
1,3429646986971587e-15
1,3948835517561865e-15
1,4474605727587844e-15
1,5006072373118062e-15
1,554243382417675e-15
1,6082612595818181e-15
1,6625423973891319e-15
1,7169919523915584e-15
1,7715061106339458e-15
1,8259785886996851e-15
1,8803043006628319e-15
1,9343788894335583e-15
1,9881023561639426e-15
2,0413787116100989e-15
2,0941078868664477e-15
2,1461897985738187e-15
2,197542319971716e-15
2,2480940507901036e-15
2,2977606143492292e-15
2,3464576884240802e-15
2,3941304571237942e-15
2,4407352629935725e-15
2,486211001670256e-15
2,53049683752287e-15
2,5735678524042845e-15
2,6154066120779727e-15
2,6559780692000175e-15
2,6952480025270766e-15
2,7332302650624304e-15
2,769934741856816e-15
2,8053491473541281e-15
2,8394611959982624e-15
2,8722586022331139e-15
2,9037300125831869e-15
2,9339248032288823e-15
2,9628885912821827e-15
2,990638129528585e-15
3,0171901707535862e-15
3,0425614677426832e-15
3,0667691883199524e-15
3,0898610037025773e-15
3,111883347845909e-15
3,1328677097462984e-15
3,1528455784000966e-15
3,1718484428036542e-15
3,1910880513241234e-15
3,2077370062364634e-15
3,2236889170454457e-15
3,2389437837510701e-15
3,2535016063533369e-15
3,2673623848522458e-15
3,2805266389236075e-15
3,2930396829850335e-15
3,3049307272515637e-15
3,3161997717231978e-15
3,3268468163999356e-15
3,3368718612817773e-15
3,3462981390014531e-15
3,3552395194038682e-15
3,3637112801832541e-15
3,3717134213396107e-15
3,3792459428729373e-15
3,386308844783235e-15
3,3929631044680924e-15
3,3992729921354007e-15
3,4052385188241093e-15
3,4108596845342187e-15
3,4161364892657288e-15
3,421076443412517e-15
3,4257425094779578e-15
3,4301488646445733e-15
3,4342955089123634e-15
3,4381972264076003e-15
3,4418830509931018e-15
3,4453537510099443e-15
3,4486581500233513e-15
3,4519596274580419e-15
3,4550885278199598e-15
3,4580448511091053e-15
3,4608285973254777e-15
3,4634397664690781e-15
3,4658783585399054e-15
3,4681443735379603e-15
3,4702378114632429e-15
