1,0030742484676872e-15
1,0337808928544031e-15
1,0650267750261194e-15
1,096796429893027e-15
1,1290738903273074e-15
1,161842726640023e-15
1,1950829297087787e-15
1,2287733434187609e-15
1,2628922118437453e-15
1,2974219701943906e-15
1,3323228223841684e-15
1,3675901514523742e-15
1,4031869576413082e-15
1,4390826139940943e-15
1,4752503862406262e-15
1,5116605302582177e-15
1,5482821018904342e-15
1,5850836954298594e-15
1,6220330420609625e-15
1,6590970327900803e-15
1,6962422238301934e-15
1,7334358664343818e-15
1,770645211855726e-15
1,8078367487338853e-15
1,8449763605815089e-15
1,8820305897677391e-15
1,9189659803354963e-15
1,9557501150143954e-15
1,9923522189613168e-15
2,0287401766994331e-15
2,0648818334100787e-15
2,1007468170354909e-15
2,1363096503859654e-15
2,1715416185960503e-15
2,206413728859588e-15
2,2408995707671016e-15
2,2749836809927241e-15
2,3086429513464537e-15
2,3418530034857849e-15
2,3745894590682112e-15
2,4068279397512261e-15
2,4385445967795636e-15
2,4697360121150486e-15
2,5003950994509045e-15
2,5305063277766208e-15
2,5600541660816875e-15
2,5890230833555937e-15
2,6173975485878285e-15
2,6451722012511834e-15
2,6723567985962544e-15
2,6989453198373139e-15
2,7249312276456628e-15
2,7503079846926021e-15
2,7750690536494324e-15
2,7992483865961088e-15
2,8227683586788929e-15
2,84569358452016e-15
2,8680240641199106e-15
2,8897597974781437e-15
2,9109007845948603e-15
2,93144706700801e-15
2,9514246002662651e-15
2,970855467384289e-15
2,9897396683620826e-15
3,0080772031996449e-15
3,0258680718969769e-15
3,0431122744540781e-15
3,0598098108709485e-15
3,0759606811475878e-15
3,0915649021406723e-15
3,1066718642009791e-15
3,1213274240252825e-15
3,1355315816135826e-15
3,1492843369658798e-15
3,1625856900821744e-15
3,1754356409624657e-15
3,187834189606754e-15
3,199781336015039e-15
3,2112770801873211e-15
3,2223699108890742e-15
3,233109085522739e-15
3,2434946048483314e-15
3,2535264688658512e-15
3,2632046775752982e-15
3,2725292309766726e-15
3,2815001290699742e-15
3,2901173718552032e-15
3,2983809593323594e-15
3,3063251518833347e-15
3,3139879949019505e-15
3,3213695141683906e-15
