402697,26355006645;606286,9791085273;647194,5397413444;976966,35256331111;1354083,3703001332;1869769,0551071451
4466490,9798153527;7019070,4988951217;7566619,0100913551;12532792,129832117;20136945,12531672;29131304,58323966
8912467,3581292555;15501788,476198722;17371142,679936331;29006775,531240556;36999811,775588669;44947326,103152595
14231966,643118992;25524940,801068079;27373377,329908837;37260381,586617365;45184995,739610173;53618500,666577607
21274938,648419995;31179377,60894765;32781552,791819546;42355352,721297063;50536115,934615232;59446820,517903
25760659,090390187;34745357,997578785;36278245,049556777;45875062,933043502;54270817,404406682;63558305,383929953
28593585,370847616;37215632,339660689;38722050,4264687;48372772,568956003;56981210,930635616;66540341,313718654
30545708,024675742;38982600,643255174;40464808,765776113;50171713,890469164;58928156,315108553;68700397,219171152
31936294,458186209;40226826,568778664;41710722,639086127;51474179,485792592;60315079,498534702;70251363,58806698
32915558,267426684;41147115,603356749;42596907,933583014;52380790,751330368;61294689,488498576;71328337,728681251
33633965,47848051;41757993,612496153;43188838,994769506;52974692,413358338;61922474,687429175;72038824,193614736
34109089,406362101;42153696,97431685;43584337,662830114;53379370,01633285;62310456,85935083;72446419,478444815
34417551,694985561;42399335,040578112;43818287,050800905;53578499,097440541;62509751,081541955;72646249,351848692
34608277,626311436;42516488,64131245;43925246,328672938;53625853,074965395;62554410,12665683;72678396,902944431
34698522,671250574;42534180,072942525;43930062,95670519;53569277,034197412;62476558,238212138;72573249,551313221
34711015,283450782;42472095,309727795;43855823,582859218;53433922,546488762;62302303,705076687;72360931,997933239
34661459,360354558;42348566,961157128;43719430,553572804;53231151,849410854;62053255,943756044;72063682,962191418
34564135,443854459;42177394,233122483;43534940,107575968;52978622,520496115;61747354,174376979;71702739,195876256
34430028,348893002;41969408,331631601;43312168,322292544;52687011,092895724;61397227,578755818;71293380,657384306
34267432,289295226;41732893,55748859;43062588,599306747;52367425,274850212;61014090,0264358;70849907,263664499
34083034,729108065;41477297,059875801;42796623,471825689;52028609,401800826;60609991,725397132;70380544,143342108
33884313,132276513;41211182,189555995;42520608,900104165;51677452,978638932;60195847,500016853;69895531,919589475
33678059,177471809;40939766,362234756;42236528,220197581;51320404,209019229;59778555,740507297;69404607,203815833
33467657,148645245;40664379,562548012;41949410,036474265;50960682,466387071;59359442,459923714;68916611,610235929
33254575,199603327;40389106,07689032;41663875,431716286;50602752,508052073;58943651,327478155;68436178,841195688
33042103,161406111;40117724,325030886;41382853,028029054;50250964,076242268;58535997,716014117;67963736,955283314
32833246,532630648;39852949,126570173;41107426,020123519;49909287,61971534;58140452,198626563;67503386,870733246
32629717,539535627;39595365,045440212;40839935,850039735;49580771,161763363;57757652,833703369;67058926,655351572
32432149,565560319;39346754,656762749;40582549,945911206;49264723,30766663;57389478,540971704;66633782,652914636
32242047,703879293;39108854,710709937;40336573,02131886;48962334,090577334;57038091,171688907;66228454,143993534
32060805,544534147;38883014,624272011;40102337,758996874;48675177,743056394;56705468,026354812;65843502,157751366
31889212,868864514;38669287,676618449;39880894,891782708;48404712,94700326;56391998,976504281;65480489,017654166
31727360,92326232;38468345,462739229;39673235,414852709;48152072,124303982;56097919,2007664;65140870,679458022
31575891,13086107;38280940,419559933;39479640,080186263;47916533,820395552;55824098,279614165;64825760,834812351
31435417,785105977;38107649,0312187;39299682,779972233;47698260,705053963;55571359,623791143;64534419,518733397
