1,0034320837411113e-15
1,037751645969487e-15
1,0727408431074919e-15
1,1083778620573757e-15
1,1446397521463014e-15
1,1815030395876725e-15
1,2189386482840223e-15
1,2569160411606927e-15
1,2954031814741855e-15
1,3343753419795848e-15
1,3737721372938326e-15
1,413588926280334e-15
1,4537714186221816e-15
1,4942744745381114e-15
1,5350592640811069e-15
1,5760827159008703e-15
1,6173000653749038e-15
1,6586661862792043e-15
1,7001348902014232e-15
1,7416595852307717e-15
1,7831933745605416e-15
1,8246898967306726e-15
1,8661027902811046e-15
1,9073864588400848e-15
1,9484957555658657e-15
1,9893849730220183e-15
2,0300084037547459e-15
2,0703243071073162e-15
2,1102945792262018e-15
2,1498774433917234e-15
2,1890311039110534e-15
2,2277195145652062e-15
2,265914153955434e-15
2,3035799482773509e-15
2,3406817061229404e-15
2,3771931690854543e-15
2,4131018840031592e-15
2,4483813296216066e-15
2,4830044921682559e-15
2,5169443578705653e-15
2,5501739129559942e-15
2,5826728993030971e-15
2,614454653776702e-15
2,6455106507879842e-15
2,6758279212985348e-15
2,7053934962699439e-15
2,7341944066638027e-15
2,7622192036012134e-15
2,7894861514413126e-15
2,8160039894375785e-15
2,8417721047484524e-15
2,8667898845323753e-15
2,8910567159477887e-15
2,9149088399925765e-15
2,9375505699447494e-15
2,959519851842959e-15
2,9808166856872043e-15
3,0014410714774863e-15
3,0213930092138049e-15
3,0406724988961597e-15
3,0592975740904906e-15
3,0773121971675191e-15
3,0947183547910231e-15
3,1115160469610022e-15
3,1277052736774567e-15
3,1432860349403863e-15
3,1582583307497915e-15
3,1726260572043925e-15
3,1864689299288697e-15
3,199818452808865e-15
3,2126746258443783e-15
3,2250374490354102e-15
3,2369069223819601e-15
3,2482830458840281e-15
3,2591658195416146e-15
3,2695883590604957e-15
3,2796264183635146e-15
3,2892829673014677e-15
3,2985580058743553e-15
3,3074515340821772e-15
3,3159635519249331e-15
3,3240940594026232e-15
3,3318464273943208e-15
3,33928141535706e-15
3,3464215531773729e-15
3,3532668408552593e-15
3,359817278390719e-15
3,3660728657837524e-15
3,3720592700944585e-15
3,3778044982596527e-15
3,3833085634613769e-15
