13591492,95218516;13609872,008865874;13613637,680497928;13644942,809662269;13682992,843920982;13739464,896794423
144184393,32930633;146603990,06819296;147129240,55037254;151839952,56235147;158477979,33854055;161787353,64445168
269627852,29898268;281238460,8706699;284516461,65761024;294102015,33631027;288368489,78117174;276431112,21244025
392894537,46640456;412840486,37566179;413527271,34041888;401261492,40538871;382932959,52475393;360924039,45926195
516049539,48022318;515881600,1139527;513016372,45671052;485083604,89302826;457287869,88548923;427333968,87883723
617173997,55666184;598076419,68023169;592767352,75197566;552837955,4296174;517191648,85507238;480656256,58413082
698696873,90357995;665345700,54468763;658141751,20161629;608268871,75881898;566277150,2639178;524098812,84354722
765830146,88451254;721020225,61756563;712186098,88708389;654017838,74272072;606546840,55304718;559640087,53753686
821678128,64003229;767078131,55563581;757092534,0438478;692040755,39272404;639696208,43209648;588829729,12698543
868172520,93002057;805931622,08915377;794572724,65841115;723500190,45251524;667142753,67246652;612749464,93142664
907490574,83555377;838047450,77285898;825669504,05100048;749392619,33227205;689563262,68837774;632312474,49171853
940188247,16962099;864813171,37577677;851736116,03059256;771254539,77603054;708071824,31059968;648142748,3324461
967617569,67499554;887258046,44487309;873477312,19272101;789050445,0496459;723291435,62122786;661068608,32506406
990738846,5934242;905930727,06348515;891558887,16546237;803554115,63147449;735695402,8110218;671526402,9279722
1010102978,4912661;921422625,14679921;906513229,49179876;815450425,94103777;745717749,36949086;679872335,61742663
1026289096,6255411;934196180,09564424;918828947,26555288;825166282,14668012;753728558,00184441;686444460,82852495
1039759355,9919379;944675480,22817349;928904298,70371985;832969033,98023832;760045482,95965445;691513498,23220158
1050932434,3045989;953212000,63578045;937081398,19538248;839179163,17326021;764943166,51197219;695332671,9199245
1060161409,675051;960098166,37943983;943631603,56546724;844027944,95536101;768634244,10381866;698101943,16591084
1067735439,3027201;965577922,06548166;948837219,89099872;847742285,7269814;771310093,38541019;700005657,29735243
1073903452,9102819;969901953,20823801;952955628,01575625;850512242,97243416;773163695,81061113;701170736,23184824
1078917386,7615118;973298666,39775848;956173614,13939953;852498366,77127397;774370727,59744334;701736980,85562384
1083007187,6747525;975934311,77351606;958604012,40599096;853848583,49519694;775058807,25697637;701835708,46949422
1086326748,5606346;977904686,90370631;960399658,63899374;854660988,21965063;775291053,55974615;701586735,8550905
1088984579,9625561;979345084,16503048;961701098,34277141;855047045,71617627;775168057,08380806;701067674,73605108
1091119667,290462;980380424,34505677;962613389,44439697;855112850,33068025;774783353,27580893;700314179,32422078
1092859651,0855744;981110704,40528715;963203605,19450378;854955742,10435414;774217440,0476886;699393807,16127741
1094295976,1276548;981590003,92922735;963558537,79161191;854656157,93929458;773506912,16380966;698369076,85436988
1095489533,1522329;981893152,67114139;963758552,4617728;854234310,46100354;772701712,56929541;697296950,25788987
1096519727,9720533;982091222,68161237;963863155,4418782;853737179,59071362;771853378,48808789;696202032,62457991
1097460227,0744233;982244190,61579216;963908804,52094352;853215621,33489656;771009352,73540342;695108138,44825649
1098364675,1627965;982380146,38361597;963945212,21475732;852716832,52368236;770193785,72710824;694048330,4076544
1099264016,7921743;982539509,76722193;964018932,26466298;852280748,38350773;769427320,97694016;693053367,47107255
1100203472,5430379;982762856,69398141;964158037,79309654;851913058,8710438;768738093,01634991;692149126,48636544
1101225730,6984963;983084828,07922256;964372237,91745102;851633766,29506981;768152473,89673543;691339575,23247302
1102357433,1193607;983509078,97115505;964690009,76601017;851467113,65676296;767684893,18360686;690637936,63532794
1103603185,9907503;984053949,45778584;965138571,02815604;851436017,61236429;767332550,02380586;690059870,22925377
1104988231,5419652;984742544,56542492;965743744,73775852;851560197,90559876;767109817,15107358;689620263,90963161
1106537348,6008723;985596892,36965013;966530143,40313339;851836594,44726431;767031077,55093563;689325058,28917372
1108274259,8413072;986638093,37820458;967510264,89872968;852271116,85736156;767110133,37626386;689165004,24154806
1110221784,3658028;987886386,17909479;968664560,58426642;852874204,28201842;767360297,42978239;689146618,90921926
1112394509,0601027;989333455,03541815;969999714,4719826;853656042,69189847;767794478,26501977;689277057,43782723
