13606034,489559021;13624469,489141;13628246,708539886;13659648,900947414;13697819,289396448;13754474,322822887
145853536,02322111;148305963,94831523;148838531,42899451;153611636,25520319;160340872,62000096;163609538,04541072
275550353,34896553;287464161,79844064;290827683,44049817;300305497,08319378;294429701,73326784;282233975,8928588
405590167,76566887;425698981,22018206;426336973,17111236;413556329,17948365;394641352,57551157;371957403,6565299
537428149,92670214;536570628,23108363;533559045,77482259;504483914,48975265;475524596,85963476;444366925,80218267
647819249,43618727;627426741,35928476;621834510,09784508;579945469,38778174;542473567,69165885;504131524,43492025
739295317,11319923;703810053,24217892;696164979,36191201;643404171,17694497;598878386,52005398;554226511,13255227
816726924,43866909;768791845,6049397;759341338,79438496;697291185,71996772;646539568,67086947;596488611,3987112
882929464,40018272;824390385,48039126;813366228,22252297;743409515,06212783;687008718,20620537;632321833,87225342
939701971,67846966;872153620,49218488;859821272,91898549;782796051,61404741;721646799,36082196;662699279,35055983
988993837,61591721;913166894,83776689;899623116,2805537;816342518,34348035;750990659,38118494;688527302,37771666
1031335535,9007709;948467259,31397069;934051975,50734985;845573490,11682332;776095191,95761168;710308582,4484247
1068005038,1510866;979050461,57771647;963762153,22838283;870366251,13427699;797584830,5258348;728838107,71817768
1099879887,8667796;1005415426,0520344;989373098,65601897;891448127,17861199;815880036,68949497;744577166,66916645
1127482410,5544777;1028126890,1872182;1011389492,9182165;909478376,5830791;831406524,251495;757836020,23817718
1151364152,0175939;1047624812,8269322;1030282280,2570435;924906541,50407267;844515599,74942875;768957891,00287533
1171976315,7038326;1064326551,0390645;1046438361,6327873;937973504,8073566;855526225,32662642;778201936,35731828
1189730276,7399542;1078576226,7643709;1060201497,3371202;949002114,33574939;864707737,11327028;785826814,36622703
1204980422,4072409;1090677207,1278443;1071840921,4309542;958231165,72583902;872288055,29841352;792035722,5064218
1218019227,6540549;1100871964,8409588;1081643606,5027316;965890100,3456825;878455081,94533181;797023319,28692818
1229106578,9910767;1109419232,1993921;1089876480,0926192;972185046,71301091;883410150,84872127;800929274,67355311
1238508086,8116622;1116559028,5775714;1096754879,1216652;977284336,32240343;887339493,26951826;803896250,75135148
1246469776,7395668;1122490815,3928814;1102399904,9856892;981353320,54776216;890401522,19125712;806066374,90731573
1253174524,9035354;1127321329,0328732;1106976067,1791847;984508279,82609034;892671171,49604464;807571219,77291155
1258740112,0192327;1131196490,7568746;1110639731,3941948;986870315,02425373;894255113,7085284;808522371,02133203
1263323397,335052;1134257534,8448427;1113523835,1493316;988560355,90795171;895260484,56492782;808965460,95021915
1267070734,0632384;1136631151,5180044;1115711321,2152243;989690648,48863745;895786425,84323156;808973211,81904757
1270105210,5167682;1138393694,1732681;1117303288,537396;990364624,42952991;895896021,88668489;808620546,87340808
