403479,46924032783;13617693,96022688;607472,51209886419;13636173,922486341;648461,84125500836;13639960,422802845;978902,86435008724;13671440,621113192;1356810,9827666506;13709707,725293048;1873637,2905981482;13766509,786613967
4560914,4625140289;147207776,980737;7169012,9721806888;149686890,23441488;7728773,6662194692;150225407,98475987;12826462,840191144;155083291,07734948;20601465,515685305;161852383,76362133;29684753,433310386;165087440,5743562
9277187,7747915387;280416212,78509921;16162759,456018347;292579882,08799374;18122368,132291842;296011328,55485886;30311181,785801958;305737983,92480934;38331889,079272889;299405940,41016304;46582553,392554343;286998122,37074655
15133059,544636738;416143252,53849494;26897258,670649439;436380468,29251283;28830054,237575259;436980391,41285014;39373960,573394679;423640853,12536484;47621126,725208014;404371109,41753954;56551827,955003686;381126914,56529927
22873635,355067413;555353054,34766126;33319726,012362387;553970852,80306137;35042145,352162063;550836390,64430988;45458807,026869699;520464018,67902583;54169660,527219005;490864071,04060149;63777524,179746099;458695370,32135069
27968764,073875647;673876713,15765476;37712889,264026925;652409322,01630712;39396136,492835127;646575269,70251811;50005064,323781565;602500674,34221458;59134755,316417761;563995862,82411706;69320089,837964371;524117639,5207094
31466878,401019808;774255904,83199239;41024315,586464427;736940491,5704546;42709308,522189349;728915629,65560675;53544702,803511903;673046655,98784614;63078190,665762387;626962373,57464671;73727858,357433498;580182973,53365481
34098901,2268361;861083640,24988163;43625669,148179881;810427788,53619361;45311235,253954343;800439057,86578512;56379206,609131336;734372258,39140677;66233493,467567086;681399654,95153475;77291451,863918781;628612592,64087796
36156943,601148725;936946547,93985891;45703559,955000222;874718932,24401379;47392077,136526436;862985873,36955559;58677353,586234972;787967818,25847137;68787533,816166386;728732391,06054842;80198649,682321593;670679412,44298732
37786161,636794753;1003508370,174762;47382574,516637728;931226409,97510326;49083018,654815465;918025739,70115292;60550719,297421798;834978374,38772643;70895181,252663448;770271044,16446579;82569840,975722134;707264376,2307272
39122374,693455175;1062552970,6563578;48738443,470638171;980951378,20663536;50438280,145577036;966353107,52471769;62070533,631551929;876193709,56413639;72589041,938064978;806423795,44110036;84521093,834732592;739259711,32217097
40183499,596613415;1114544635,4660811;49834323,319774672;1024815292,4265356;51554792,968171865;1009174717,4884751;63325986,3271828;912638826,85785794;73976682,75846383;838181131,10483074;86091791,501949757;767054713,12997758
41045944,640731663;1160682102,526089;50738934,03216888;1063772996,9834465;52466713,259754874;1047090629,4382994;64326252,083788782;944535821,08741093;75118030,944239497;866160950,42899013;87374324,328039736;791399102,65466094
41754621,063076504;1201770009,3477643;51471311,899516888;1098269325,3658645;53206282,82800097;1080664271,771812;65128266,651314497;972606860,19464052;76039386,499644354;890724263,22425878;88422101,591915205;812770677,44380939
42326540,2554041;1238283799,4761677;52060326,764538869;1128828053,8963838;53798110,668695122;1110362040,9860225;65778142,933307655;997447055,95393419;76775247,137837529;912278287,67261624;89256389,401478037;831427391,0367856
42784212,185838431;1270736263,3407903;52525282,281776816;1155855546,7050061;54265573,737808682;1136623979,1625731;66287663,11741624;1019309016,9446987;77350302,457250312;931145176,56407833;89911094,434853494;847702391,91927898
43143954,384500891;1299549854,5517471;52885638,335680388;1179746987,4072406;54625967,31915085;1159812538,9922035;66677508,929877706;1038523710,1048764;77788615,724544331;947633267,93208432;90408048,769927472;861838442,5436089
43420684,129066609;1325114089,3550348;53155569,770268597;1200826097,8596375;54894855,621522784;1180257345,5691578;66963840,314657398;1055366927,9887601;78108336,033934563;961995411,73531795;90770801,552115172;874084924,35012937
43626287,229096688;1347766953,9675756;53348056,198191479;1219389667,4408576;55082561,041614108;1198212371,0078988;67160183,347201541;1070080840,5503048;78325795,390390471;974460348,3926698;91016655,240502417;884640540,77603543
43769921,990141489;1367790574,9387629;53471695,934337653;1235666959,3104122;55201747,436105281;1213954782,557699;67279922,421238124;1082899611,0562537;78452239,884366393;985204391,01007676;91162284,051614016;893695186,73580372
43859386,221420221;1385437337,9080703;53537171,110512272;1249909656,0639205;55264491,804988965;1227747567,1980693;67332667,604865968;1094010800,4923866;78501605,715546802;994425333,40519702;91219514,09661524;901395062,25959039
43903615,709027395;1400970873,4202864;53554638,988096736;1262356184,7844303;55280608,419435926;1239816167,778692;67328441,695142478;1103601577,3546896;78487042,445087716;1002309740,2212811;91199148,629952133;907875182,62515819
43910975,482316814;1414638715,2754054;53532879,528726973;1273219166,8127339;55252981,625319727;1250281896,3986449;67273593,471103668;1111809100,2652266;78420383,100516275;1009027760,307729;91113409,340830579;913279743,35652125
43887222,714094475;1426635308,5169966;53474493,627761595;1282611969,4095023;55187728,885133013;1259307887,2082675;67174865,006254271;1118772339,2570302;78305586,431280836;1014665892,7448472;90973741,832938686;917744081,48466849
43834199,521766312;1437078398,0345809;53384249,80602508;1290677124,6370118;55091161,168674231;1267055767,1401985;67039486,142348558;1124633434,5289397;78148314,198647231;1019325593,2580571;90790662,990824565;921393420,77033472
43756446,406783864;1446130432,67028;53267498,303046927;1297562194,7392924;54968822,622168981;1273671266,4567568;66874232,822736882;1129525953,8662386;77955599,107506081;1023119991,0487385;90567837,176105186;924290205,61461484
43658324,562192343;1453946117,4551399;53129220,819886215;1303405313,3374586;54823243,623020016;1279246932,4670048;66685369,036284454;1133574216,9232602;77734034,815642014;1026155419,2842156;90309598,340575188;926501219,63186741
43543569,181772418;1460663255,0713322;52972090,906677201;1308300632,8621156;54657912,559422992;1283888531,3041031;66475095,304296978;1136844428,0411122;77488418,385481954;1028515785,4887314;90022135,412512183;928108227,19655168
43413769,80876451;1466369843,2276592;52798561,178007782;1312335839,9041429;54476490,185238831;1287702092,9080994;66245812,233875684;1139403618,4339142;77221174,06375359;1030255994,8506832;89711254,869918212;929188125,48789454
43271373,086402163;1471169646,890604;52611740,04897815;1315607979,6321125;54282314,38151335;1290785585,6565154;66001197,701869234;1141334604,2360733;76936357,502169445;1031448408,2604386;89382224,675064743;929811455,31454515
43118900,165028714;1475165311,6699846;52414546,502240174;1318208460,6849635;54077215,263585083;1293206693,4735677;65744704,797108911;1142715366,2174087;76637825,953166038;1032161725,9009575;89037222,466717303;930017180,23546124
42958678,550171681;1478452542,0705168;52209146,795500368;1320211738,2309568;53863268,622654364;1295035973,4502869;65479567,373237222;1143619206,1717024;76329095,105713651;1032459282,125365;88679115,866788372;929850189,14965475
42791976,122302458;1481098485,8300259;51996849,599396728;1321673286,0491755;53642709,002848133;1296345311,7676897;65207396,573352359;1144092800,6280599;76011967,319996476;1032381640,1038208;88311295,305609658;929359686,35583019
42620138,918473177;1483170399,3606;51779533,902865298;1322658620,7044137;53417601,663522266;1297201746,2655618;64929525,692127153;1144177361,8851111;75688569,603471383;1031972585,6916131;87936947,299752727;928592039,2686094
42444696,996608689;1484738406,6240218;51558978,204212777;1323229790,7511435;53188881,217593782;1297647053,0658355;64647959,637464434;1143923588,7004313;75361250,933903143;1031277868,1868924;87558906,781566948;927589225,30144429
42267090,526754275;1485868724,0356319;51336645,88752725;1323440554,3997481;52957672,943839945;1297725956,0772083;64364584,344931208;1143379322,5385664;75032220,983895853;1030340648,4600872;87178386,2972451;926375212,94480622
42088132,122759193;1486608197,3473282;51113038,371656612;1323321623,8227987;52725403,209519155;1297488540,2978413;64081175,092908405;1142589732,7160728;74702927,037467465;1029192857,378696;86797136,87630409;924979203,1600244
41908377,794938721;1486995081,1040254;50889245,904267736;1322916226,4975533;52493415,549234353;1296982131,1739826;63798758,414148755;1141586301,9775789;74373978,228418037;1027854169,6908343;86417074,318084583;923431644,2736063
41728794,737533644;1487078397,6301017;50666396,81292139;1322267549,7552295;52262976,534380622;1296251474,51388;63518011,415290214;1140393778,2537696;74046836,9393906;1026355582,2655768;86040003,662462547;921761300,04089129
41550295,368891917;1486904538,7797024;50445555,328482591;1321416451,340884;52035281,295486458;1295338906,3579292;63240048,677336074;1139043842,8989418;73722901,913741231;1024726680,1387856;85667397,701726288;919992714,6481818
41373741,233485334;1486517437,203105;50227726,214740738;1320401612,9027605;51811184,072542742;1294278086,9247119;62965921,664131396;1137566474,5731859;73403493,147236839;1022995453,902446;85299420,832376897;918134967,85594845
41199946,692168646;1485958728,5933197;50013859,123484977;1319259684,8657084;51590439,859554842;1293076286,3766732;62696623,371869639;1135990062,5709839;73089857,677107558;1021188406,682848;84937059,567624062;916206268,02023792
41029645,406264544;1485266714,3728476;49804474,180009685;1318015913,4743013;51373574,754183292;1291758180,7596648;62432615,166722156;1134332506,2367504;72783175,026620388;1019330655,044885;84581428,850914374;914225971,8837297
40862735,231070414;1484452091,2877076;49599299,377791502;1316675052,6877902;51161197,360498331;1290349780,3223219;62173982,70111239;1132604169,0239775;72484267,645984992;1017441646,437188;84233583,508897975;912212426,82029939
40699365,382333636;1483532968,5401719;49398786,422646523;1315259476,9116743;50953884,066441491;1288875777,987483;61921350,909264751;1130825161,9946671;72192576,197678134;1015519948,0208176;83894522,859838933;910183040,1098156
40539938,52447661;1482534982,1187301;49203404,842159986;1313791484,3132994;50752181,552731015;1287359638,8763015;61675316,324284278;1129014663,3762691;71908509,593248993;1013578171,8992692;83565195,047967091;908154344,24926627
40384836,999288097;1481482520,1653087;49013600,462157369;1312292282,2423933;50556609,153025769;1285823684,7698495;61436445,416439302;1127190907,8571677;71632626,738621563;1011630843,518528;83246501,122420058;906142058,54930651
40234424,451873973;1480398808,3103156;48829797,330946393;1310782062,536793;50367274,142140307;1284279041,5960269;61205277,038354859;1125371252,2671678;71365459,114556372;1009691782,7104985;82938976,425321922;904157247,41900265
40089047,361116201;1479305990,2010436;48652399,530632406;1309280072,5838799;50184077,169563673;1282731023,1250019;60982324,726959057;1123572237,546483;71107513,097975686;1007774153,5961236;82641788,702540338;902194207,44716167
39948954,117679156;1478222183,2211027;48481486,277748466;1307796103,5684478;50007277,354177669;1281193951,8038101;60768078,872523502;1121809647,2483196;70859272,147516683;1005890511,6545954;82355153,186562076;900259682,98915541
